"","collectionunitid","chronologyid","chronologyname","ageboundolder","ageboundyounger","agetype","agemodel"
"1135",5951,3566,"FAUNMAP 1.1",13000,8000,"Radiocarbon years BP","Individually dated analysis units"
"1136",5953,3568,"FAUNMAP 1.1",110000,11500,"Calendar years BP","Individually dated analysis units"
"1137",5957,3572,"FAUNMAP 1.1",20000,10000,"Radiocarbon years BP","Individually dated analysis units"
"1138",5960,3575,"FAUNMAP 1.1",40000,10000,"Radiocarbon years BP","Individually dated analysis units"
"1139",5964,3579,"FAUNMAP 1.1",2200,50,"Radiocarbon years BP","Individually dated analysis units"
"1140",5965,3580,"FAUNMAP 1.1",5500,50,"Radiocarbon years BP","Individually dated analysis units"
"1141",5970,3585,"FAUNMAP 1.1",700,400,"Radiocarbon years BP","Individually dated analysis units"
"1142",5971,3586,"FAUNMAP 1.1",4000,3500,"Radiocarbon years BP","Individually dated analysis units"
"1143",5983,3598,"FAUNMAP 1.1",6700,200,"Radiocarbon years BP","Individually dated analysis units"
"1144",5984,3599,"FAUNMAP 1.1",9000,350,"Radiocarbon years BP","Individually dated analysis units"
"1145",5988,3603,"FAUNMAP 1.1",65000,11500,"Radiocarbon years BP","Individually dated analysis units"
"1146",5990,3605,"FAUNMAP 1.1",12500,10000,"Radiocarbon years BP","Individually dated analysis units"
"1147",5991,3606,"FAUNMAP 1.1",40000,25000,"Radiocarbon years BP","Individually dated analysis units"
"1148",5993,3608,"FAUNMAP 1.1",12500,10000,"Radiocarbon years BP","Individually dated analysis units"
"1149",5995,3610,"FAUNMAP 1.1",35000,1,"Radiocarbon years BP","Individually dated analysis units"
"1150",5996,3611,"FAUNMAP 1.1",3300,700,"Radiocarbon years BP","Individually dated analysis units"
"1151",5997,3612,"FAUNMAP 1.1",3300,700,"Radiocarbon years BP","Individually dated analysis units"
"1152",5998,3613,"FAUNMAP 1.1",3300,700,"Radiocarbon years BP","Individually dated analysis units"
"1153",5999,3614,"FAUNMAP 1.1",3300,700,"Radiocarbon years BP","Individually dated analysis units"
"1154",6000,3615,"FAUNMAP 1.1",3300,700,"Radiocarbon years BP","Individually dated analysis units"
"1155",6001,3616,"FAUNMAP 1.1",3300,700,"Radiocarbon years BP","Individually dated analysis units"
"1156",6002,3617,"FAUNMAP 1.1",25000,20000,"Radiocarbon years BP","Individually dated analysis units"
"1157",6005,3620,"FAUNMAP 1.1",7000,100,"Radiocarbon years BP","Individually dated analysis units"
"1158",6006,3621,"FAUNMAP 1.1",7000,100,"Radiocarbon years BP","Individually dated analysis units"
"1159",6007,3622,"FAUNMAP 1.1",7000,1,"Radiocarbon years BP","Individually dated analysis units"
"1160",6008,3623,"FAUNMAP 1.1",7000,1,"Radiocarbon years BP","Individually dated analysis units"
"1161",6009,3624,"FAUNMAP 1.1",7000,1,"Radiocarbon years BP","Individually dated analysis units"
"1162",6010,3625,"FAUNMAP 1.1",4000,2000,"Radiocarbon years BP","Individually dated analysis units"
"1163",6011,3626,"FAUNMAP 1.1",7000,1,"Radiocarbon years BP","Individually dated analysis units"
"1164",6013,3628,"FAUNMAP 1.1",4000,1,"Radiocarbon years BP","Individually dated analysis units"
"1165",6014,3629,"FAUNMAP 1.1",7000,2000,"Radiocarbon years BP","Individually dated analysis units"
"1166",6015,3630,"FAUNMAP 1.1",4000,1,"Radiocarbon years BP","Individually dated analysis units"
"1167",6017,3632,"FAUNMAP 1.1",7100,1,"Radiocarbon years BP","Individually dated analysis units"
"1168",6018,3633,"FAUNMAP 1.1",4000,100,"Radiocarbon years BP","Individually dated analysis units"
"1169",6019,3634,"FAUNMAP 1.1",1500,100,"Radiocarbon years BP","Individually dated analysis units"
"1170",6020,3635,"FAUNMAP 1.1",6000,2000,"Radiocarbon years BP","Individually dated analysis units"
"1171",6021,3636,"FAUNMAP 1.1",3000,100,"Radiocarbon years BP","Individually dated analysis units"
"1172",6022,3637,"FAUNMAP 1.1",4000,100,"Radiocarbon years BP","Individually dated analysis units"
"1173",6023,3638,"FAUNMAP 1.1",7000,330,"Radiocarbon years BP","Individually dated analysis units"
"1174",6024,3639,"FAUNMAP 1.1",7000,100,"Radiocarbon years BP","Individually dated analysis units"
"1175",6034,3649,"FAUNMAP 1.1",8000,1,"Radiocarbon years BP","Individually dated analysis units"
"1176",6035,3650,"FAUNMAP 1.1",8000,1,"Radiocarbon years BP","Individually dated analysis units"
"1177",6036,3651,"FAUNMAP 1.1",8000,1,"Radiocarbon years BP","Individually dated analysis units"
"1178",6039,3654,"FAUNMAP 1.1",1550,950,"Radiocarbon years BP","Individually dated analysis units"
"1179",6047,3662,"FAUNMAP 1.1",950,650,"Radiocarbon years BP","Individually dated analysis units"
"1180",6048,3663,"FAUNMAP 1.1",950,650,"Radiocarbon years BP","Individually dated analysis units"
"1181",6049,3664,"FAUNMAP 1.1",950,650,"Radiocarbon years BP","Individually dated analysis units"
"1182",6050,3665,"FAUNMAP 1.1",1500,950,"Radiocarbon years BP","Individually dated analysis units"
"1183",6052,3667,"FAUNMAP 1.1",1500,500,"Radiocarbon years BP","Individually dated analysis units"
"1184",6073,3688,"FAUNMAP 1.1",1950,1550,"Radiocarbon years BP","Individually dated analysis units"
"1185",6075,3690,"FAUNMAP 1.1",1950,1550,"Radiocarbon years BP","Individually dated analysis units"
"1186",6083,3698,"FAUNMAP 1.1",1950,1550,"Radiocarbon years BP","Individually dated analysis units"
"1187",6136,3751,"FAUNMAP 1.1",10000,1,"Radiocarbon years BP","Individually dated analysis units"
"1188",6137,3752,"FAUNMAP 1.1",13500,9200,"Radiocarbon years BP","Individually dated analysis units"
"1189",6138,3753,"FAUNMAP 1.1",16500,10500,"Radiocarbon years BP","Individually dated analysis units"
"1190",6144,3759,"FAUNMAP 1.1",950,350,"Radiocarbon years BP","Individually dated analysis units"
"1191",6147,3762,"FAUNMAP 1.1",33000,21000,"Radiocarbon years BP","Individually dated analysis units"
"1192",6148,3763,"FAUNMAP 1.1",33000,21000,"Radiocarbon years BP","Individually dated analysis units"
"1193",6149,3764,"FAUNMAP 1.1",14000,1,"Radiocarbon years BP","Individually dated analysis units"
"1194",6150,3765,"FAUNMAP 1.1",7200,1,"Radiocarbon years BP","Individually dated analysis units"
"1195",6159,7384,"FAUNMAP 1.1",NA,NA,"Radiocarbon years BP","Individually dated analysis units"
"1196",6160,3774,"FAUNMAP 1.1",700,600,"Radiocarbon years BP","Individually dated analysis units"
"1197",6167,3781,"FAUNMAP 1.1",1050,550,"Radiocarbon years BP","Individually dated analysis units"
"1198",6168,3782,"FAUNMAP 1.1",8000,550,"Radiocarbon years BP","Individually dated analysis units"
"1199",6170,3784,"FAUNMAP 1.1",7500,100,"Radiocarbon years BP","Individually dated analysis units"
"1200",6171,3785,"FAUNMAP 1.1",600,200,"Radiocarbon years BP","Individually dated analysis units"
"1201",6175,3789,"FAUNMAP 1.1",10000,1,"Radiocarbon years BP","Individually dated analysis units"
"1202",6176,3790,"FAUNMAP 1.1",1270,1,"Radiocarbon years BP","Individually dated analysis units"
"1203",6181,3795,"FAUNMAP 1.1",1500,500,"Radiocarbon years BP","Individually dated analysis units"
"1204",6191,3805,"FAUNMAP 1.1",12000,100,"Radiocarbon years BP","Individually dated analysis units"
"1205",6192,3806,"FAUNMAP 1.1",35000,1,"Radiocarbon years BP","Individually dated analysis units"
"1206",6193,3807,"FAUNMAP 1.1",15000,10000,"Radiocarbon years BP","Individually dated analysis units"
"1207",6194,3808,"FAUNMAP 1.1",1400,840,"Radiocarbon years BP","Individually dated analysis units"
"1208",6196,3810,"FAUNMAP 1.1",7910,5000,"Radiocarbon years BP","Individually dated analysis units"
"1209",6197,3811,"FAUNMAP 1.1",8000,1,"Radiocarbon years BP","Individually dated analysis units"
"1210",6198,3812,"FAUNMAP 1.1",3070,500,"Radiocarbon years BP","Individually dated analysis units"
"1211",6206,3820,"FAUNMAP 1.1",3500,100,"Radiocarbon years BP","Individually dated analysis units"
"1212",6207,3821,"FAUNMAP 1.1",9665,1,"Radiocarbon years BP","Individually dated analysis units"
"1213",6212,3826,"FAUNMAP 1.1",850,800,"Radiocarbon years BP","Individually dated analysis units"
"1214",6213,3827,"FAUNMAP 1.1",10000,1,"Radiocarbon years BP","Individually dated analysis units"
"1215",6218,3832,"FAUNMAP 1.1",1500,500,"Radiocarbon years BP","Individually dated analysis units"
"1216",6220,3834,"FAUNMAP 1.1",950,750,"Radiocarbon years BP","Individually dated analysis units"
"1217",6221,3835,"FAUNMAP 1.1",950,250,"Radiocarbon years BP","Individually dated analysis units"
"1218",6222,3836,"FAUNMAP 1.1",3000,950,"Radiocarbon years BP","Individually dated analysis units"
"1219",6223,3837,"FAUNMAP 1.1",1400,1,"Radiocarbon years BP","Individually dated analysis units"
"1220",6226,3840,"FAUNMAP 1.1",1250,750,"Radiocarbon years BP","Individually dated analysis units"
"1221",6234,3848,"FAUNMAP 1.1",3000,250,"Radiocarbon years BP","Individually dated analysis units"
"1222",6236,3850,"FAUNMAP 1.1",3000,150,"Radiocarbon years BP","Individually dated analysis units"
"1223",6245,3859,"FAUNMAP 1.1",10700,1,"Radiocarbon years BP","Individually dated analysis units"
"1224",6246,3860,"FAUNMAP 1.1",3000,550,"Radiocarbon years BP","Individually dated analysis units"
"1225",6250,3864,"FAUNMAP 1.1",3500,3000,"Radiocarbon years BP","Individually dated analysis units"
"1226",6266,3880,"FAUNMAP 1.1",2300,1050,"Radiocarbon years BP","Individually dated analysis units"
"1227",6271,3885,"FAUNMAP 1.1",3000,2500,"Radiocarbon years BP","Individually dated analysis units"
"1228",6275,3889,"FAUNMAP 1.1",4000,250,"Radiocarbon years BP","Individually dated analysis units"
"1229",6277,3891,"FAUNMAP 1.1",1050,250,"Radiocarbon years BP","Individually dated analysis units"
"1230",6289,3903,"FAUNMAP 1.1",20000,9500,"Radiocarbon years BP","Individually dated analysis units"
"1231",6298,3912,"FAUNMAP 1.1",20000,8500,"Radiocarbon years BP","Individually dated analysis units"
"1232",6302,3916,"FAUNMAP 1.1",40000,10000,"Radiocarbon years BP","Individually dated analysis units"
"1233",6320,3934,"FAUNMAP 1.1",20000,10000,"Radiocarbon years BP","Individually dated analysis units"
"1234",6322,3936,"FAUNMAP 1.1",120000,11500,"Calendar years BP","Individually dated analysis units"
"1235",6337,3951,"FAUNMAP 1.1",13000,10500,"Radiocarbon years BP","Individually dated analysis units"
"1236",6339,3953,"FAUNMAP 1.1",20000,10000,"Radiocarbon years BP","Individually dated analysis units"
"1237",6345,3959,"FAUNMAP 1.1",12500,11500,"Radiocarbon years BP","Individually dated analysis units"
"1238",6352,3966,"FAUNMAP 1.1",21500,15000,"Radiocarbon years BP","Individually dated analysis units"
"1239",6357,3971,"FAUNMAP 1.1",5691,3000,"Radiocarbon years BP","Individually dated analysis units"
"1240",6363,3977,"FAUNMAP 1.1",5000,300,"Radiocarbon years BP","Individually dated analysis units"
"1241",6365,3979,"FAUNMAP 1.1",2500,130,"Radiocarbon years BP","Individually dated analysis units"
"1242",6366,3980,"FAUNMAP 1.1",5000,2500,"Radiocarbon years BP","Individually dated analysis units"
"1243",6370,3984,"FAUNMAP 1.1",8500,8100,"Radiocarbon years BP","Individually dated analysis units"
"1244",6371,3985,"FAUNMAP 1.1",11000,10000,"Radiocarbon years BP","Individually dated analysis units"
"1245",6375,3989,"FAUNMAP 1.1",1550,550,"Radiocarbon years BP","Individually dated analysis units"
"1246",6380,3994,"FAUNMAP 1.1",2450,1450,"Radiocarbon years BP","Individually dated analysis units"
"1247",6381,3995,"FAUNMAP 1.1",2000,250,"Radiocarbon years BP","Individually dated analysis units"
"1248",6382,3996,"FAUNMAP 1.1",4200,3500,"Radiocarbon years BP","Individually dated analysis units"
"1249",6389,4003,"FAUNMAP 1.1",2500,2450,"Radiocarbon years BP","Individually dated analysis units"
"1250",6393,4007,"FAUNMAP 1.1",750,450,"Radiocarbon years BP","Individually dated analysis units"
"1251",6394,4008,"FAUNMAP 1.1",5000,1,"Radiocarbon years BP","Individually dated analysis units"
"1252",6396,4010,"FAUNMAP 1.1",4000,3500,"Radiocarbon years BP","Individually dated analysis units"
"1253",6397,4011,"FAUNMAP 1.1",5000,450,"Radiocarbon years BP","Individually dated analysis units"
"1254",6399,4013,"FAUNMAP 1.1",2200,1500,"Radiocarbon years BP","Individually dated analysis units"
"1255",6400,4014,"FAUNMAP 1.1",5000,3000,"Radiocarbon years BP","Individually dated analysis units"
"1256",6406,4020,"FAUNMAP 1.1",3000,500,"Radiocarbon years BP","Individually dated analysis units"
"1257",6407,4021,"FAUNMAP 1.1",9000,4000,"Radiocarbon years BP","Individually dated analysis units"
"1258",6408,4022,"FAUNMAP 1.1",9000,7000,"Radiocarbon years BP","Individually dated analysis units"
"1259",6409,4023,"FAUNMAP 1.1",10000,8000,"Radiocarbon years BP","Individually dated analysis units"
"1260",6417,4031,"FAUNMAP 1.1",35000,10000,"Radiocarbon years BP","Individually dated analysis units"
"1261",6422,4035,"FAUNMAP 1.1",2000,100,"Radiocarbon years BP","Individually dated analysis units"
"1262",6426,4039,"FAUNMAP 1.1",6000,100,"Radiocarbon years BP","Individually dated analysis units"
"1263",6429,4042,"FAUNMAP 1.1",2000,100,"Radiocarbon years BP","Individually dated analysis units"
"1264",6451,4064,"FAUNMAP 1.1",1650,1150,"Radiocarbon years BP","Individually dated analysis units"
"1265",6457,4070,"FAUNMAP 1.1",1650,1150,"Radiocarbon years BP","Individually dated analysis units"
"1266",6458,4071,"FAUNMAP 1.1",3000,430,"Radiocarbon years BP","Individually dated analysis units"
"1267",6463,4076,"FAUNMAP 1.1",1650,550,"Radiocarbon years BP","Individually dated analysis units"
"1268",6483,4096,"FAUNMAP 1.1",12650,12240,"Radiocarbon years BP","Individually dated analysis units"
"1269",6491,4104,"FAUNMAP 1.1",110000,1,"Calendar years BP","Individually dated analysis units"
"1270",6494,4107,"FAUNMAP 1.1",730,730,"Radiocarbon years BP","Individually dated analysis units"
"1271",6509,4122,"FAUNMAP 1.1",2315,1,"Radiocarbon years BP","Individually dated analysis units"
"1272",6519,4132,"FAUNMAP 1.1",22260,13350,"Radiocarbon years BP","Individually dated analysis units"
"1273",6529,4142,"FAUNMAP 1.1",3510,390,"Radiocarbon years BP","Individually dated analysis units"
"1274",6531,4144,"FAUNMAP 1.1",3000,1,"Radiocarbon years BP","Individually dated analysis units"
"1275",6532,4145,"FAUNMAP 1.1",960,960,"Radiocarbon years BP","Individually dated analysis units"
"1276",6534,4147,"FAUNMAP 1.1",1555,1555,"Radiocarbon years BP","Individually dated analysis units"
"1277",6539,4152,"FAUNMAP 1.1",3930,3930,"Radiocarbon years BP","Individually dated analysis units"
"1278",6540,4153,"FAUNMAP 1.1",1325,1275,"Radiocarbon years BP","Individually dated analysis units"
"1279",6541,4154,"FAUNMAP 1.1",2010,1900,"Radiocarbon years BP","Individually dated analysis units"
"1280",6544,4157,"FAUNMAP 1.1",1650,1150,"Radiocarbon years BP","Individually dated analysis units"
"1281",6546,4159,"FAUNMAP 1.1",3000,2200,"Radiocarbon years BP","Individually dated analysis units"
"1282",6547,4160,"FAUNMAP 1.1",1650,1150,"Radiocarbon years BP","Individually dated analysis units"
"1283",6564,4177,"FAUNMAP 1.1",1450,550,"Radiocarbon years BP","Individually dated analysis units"
"1284",6577,4190,"FAUNMAP 1.1",1450,550,"Radiocarbon years BP","Individually dated analysis units"
"1285",6584,4197,"FAUNMAP 1.1",1450,550,"Radiocarbon years BP","Individually dated analysis units"
"1286",6611,4224,"FAUNMAP 1.1",425,425,"Radiocarbon years BP","Individually dated analysis units"
"1287",6612,4225,"FAUNMAP 1.1",930,350,"Radiocarbon years BP","Individually dated analysis units"
"1288",6613,4226,"FAUNMAP 1.1",1305,510,"Radiocarbon years BP","Individually dated analysis units"
"1289",6614,4227,"FAUNMAP 1.1",1210,800,"Radiocarbon years BP","Individually dated analysis units"
"1290",6615,4228,"FAUNMAP 1.1",1080,460,"Radiocarbon years BP","Individually dated analysis units"
"1291",6631,4244,"FAUNMAP 1.1",10724,10724,"Radiocarbon years BP","Individually dated analysis units"
"1292",6632,4245,"FAUNMAP 1.1",10946,10360,"Radiocarbon years BP","Individually dated analysis units"
"1293",6633,4246,"FAUNMAP 1.1",10946,10946,"Radiocarbon years BP","Individually dated analysis units"
"1294",6645,24445,"Neotoma 1",25130,24400,"Calibrated radiocarbon years BP","individually dated"
"1295",6647,4260,"FAUNMAP 1.1",265,118,"Radiocarbon years BP","Individually dated analysis units"
"1296",6655,4268,"FAUNMAP 1.1",750,375,"Radiocarbon years BP","Individually dated analysis units"
"1297",6669,4282,"FAUNMAP 1.1",1050,700,"Radiocarbon years BP","Individually dated analysis units"
"1298",6679,4292,"FAUNMAP 1.1",10000,550,"Radiocarbon years BP","Individually dated analysis units"
"1299",6681,4294,"FAUNMAP 1.1",750,520,"Radiocarbon years BP","Individually dated analysis units"
"1300",6682,4295,"FAUNMAP 1.1",490,300,"Radiocarbon years BP","Individually dated analysis units"
"1301",6684,4297,"FAUNMAP 1.1",1310,765,"Radiocarbon years BP","Individually dated analysis units"
"1302",6689,4302,"FAUNMAP 1.1",780,730,"Radiocarbon years BP","Individually dated analysis units"
"1303",6697,4310,"FAUNMAP 1.1",22000,17050,"Radiocarbon years BP","Individually dated analysis units"
"1304",6700,4313,"FAUNMAP 1.1",110000,11500,"Calendar years BP","Individually dated analysis units"
"1305",6705,4318,"FAUNMAP 1.1",5000,1250,"Radiocarbon years BP","Individually dated analysis units"
"1306",6707,4320,"FAUNMAP 1.1",1650,1150,"Radiocarbon years BP","Individually dated analysis units"
"1307",6709,4322,"FAUNMAP 1.1",2200,70,"Radiocarbon years BP","Individually dated analysis units"
"1308",6711,4324,"FAUNMAP 1.1",1840,600,"Radiocarbon years BP","Individually dated analysis units"
"1309",6727,4339,"FAUNMAP 1.1",770,1,"Radiocarbon years BP","Individually dated analysis units"
"1310",6776,4388,"FAUNMAP 1.1",12320,9640,"Radiocarbon years BP","Individually dated analysis units"
"1311",6800,4412,"FAUNMAP 1.1",530,320,"Radiocarbon years BP","Individually dated analysis units"
"1312",6803,4415,"FAUNMAP 1.1",10000,1150,"Radiocarbon years BP","Individually dated analysis units"
"1313",6805,4417,"FAUNMAP 1.1",820,650,"Radiocarbon years BP","Individually dated analysis units"
"1314",6811,4423,"FAUNMAP 1.1",1280,580,"Radiocarbon years BP","Individually dated analysis units"
"1315",6812,4424,"FAUNMAP 1.1",1230,890,"Radiocarbon years BP","Individually dated analysis units"
"1316",6813,4425,"FAUNMAP 1.1",1230,940,"Radiocarbon years BP","Individually dated analysis units"
"1317",6815,4427,"FAUNMAP 1.1",2020,1050,"Radiocarbon years BP","Individually dated analysis units"
"1318",6816,4428,"FAUNMAP 1.1",8350,1250,"Radiocarbon years BP","Individually dated analysis units"
"1319",6819,4431,"FAUNMAP 1.1",550,450,"Radiocarbon years BP","Individually dated analysis units"
"1320",6822,4434,"FAUNMAP 1.1",3000,250,"Radiocarbon years BP","Individually dated analysis units"
"1321",6824,4436,"FAUNMAP 1.1",4995,770,"Radiocarbon years BP","Individually dated analysis units"
"1322",6825,4437,"FAUNMAP 1.1",4995,770,"Radiocarbon years BP","Individually dated analysis units"
"1323",6829,4440,"FAUNMAP 1.1",400,1,"Radiocarbon years BP","Individually dated analysis units"
"1324",6830,4441,"FAUNMAP 1.1",1650,267,"Radiocarbon years BP","Individually dated analysis units"
"1325",6840,4451,"FAUNMAP 1.1",27000,13500,"Radiocarbon years BP","Individually dated analysis units"
"1326",6841,4452,"FAUNMAP 1.1",3970,2720,"Radiocarbon years BP","Individually dated analysis units"
"1327",6844,4455,"FAUNMAP 1.1",19700,19700,"Radiocarbon years BP","Individually dated analysis units"
"1328",6845,4456,"FAUNMAP 1.1",12530,1150,"Radiocarbon years BP","Individually dated analysis units"
"1329",6848,4459,"FAUNMAP 1.1",1650,1150,"Radiocarbon years BP","Individually dated analysis units"
"1330",6851,4462,"FAUNMAP 1.1",460,430,"Radiocarbon years BP","Individually dated analysis units"
"1331",6855,4466,"FAUNMAP 1.1",10000,1150,"Radiocarbon years BP","Individually dated analysis units"
"1332",6857,4468,"FAUNMAP 1.1",10000,800,"Radiocarbon years BP","Individually dated analysis units"
"1333",6859,4470,"FAUNMAP 1.1",450,250,"Radiocarbon years BP","Individually dated analysis units"
"1334",6862,4473,"FAUNMAP 1.1",905,905,"Radiocarbon years BP","Individually dated analysis units"
"1335",6876,4487,"FAUNMAP 1.1",5000,3000,"Radiocarbon years BP","Individually dated analysis units"
"1336",6880,4491,"FAUNMAP 1.1",3455,1,"Radiocarbon years BP","Individually dated analysis units"
"1337",6883,4494,"FAUNMAP 1.1",1650,1250,"Radiocarbon years BP","Individually dated analysis units"
"1338",6886,4497,"FAUNMAP 1.1",4780,2215,"Radiocarbon years BP","Individually dated analysis units"
"1339",6889,4500,"FAUNMAP 1.1",14000,8000,"Radiocarbon years BP","Individually dated analysis units"
"1340",6890,4501,"FAUNMAP 1.1",3250,2950,"Radiocarbon years BP","Individually dated analysis units"
"1341",6891,4502,"FAUNMAP 1.1",5383,4369,"Radiocarbon years BP","Individually dated analysis units"
"1342",6900,4511,"FAUNMAP 1.1",11135,9550,"Radiocarbon years BP","Individually dated analysis units"
"1343",6911,4522,"FAUNMAP 1.1",500,1,"Radiocarbon years BP","Individually dated analysis units"
"1344",6912,4523,"FAUNMAP 1.1",500,1,"Radiocarbon years BP","Individually dated analysis units"
"1345",6914,4525,"FAUNMAP 1.1",3000,2200,"Radiocarbon years BP","Individually dated analysis units"
"1346",6917,4527,"FAUNMAP 1.1",14545,1,"Radiocarbon years BP","Individually dated analysis units"
"1347",6918,4528,"FAUNMAP 1.1",12950,12950,"Radiocarbon years BP","Individually dated analysis units"
"1348",6919,4529,"FAUNMAP 1.1",1090,610,"Radiocarbon years BP","Individually dated analysis units"
"1349",6920,4530,"FAUNMAP 1.1",1035,760,"Radiocarbon years BP","Individually dated analysis units"
"1350",6921,4531,"FAUNMAP 1.1",1035,760,"Radiocarbon years BP","Individually dated analysis units"
"1351",6922,4532,"FAUNMAP 1.1",400,350,"Radiocarbon years BP","Individually dated analysis units"
"1352",6923,4533,"FAUNMAP 1.1",640,500,"Radiocarbon years BP","Individually dated analysis units"
"1353",6924,4534,"FAUNMAP 1.1",550,550,"Radiocarbon years BP","Individually dated analysis units"
"1354",6925,4535,"FAUNMAP 1.1",825,662,"Radiocarbon years BP","Individually dated analysis units"
"1355",6926,4536,"FAUNMAP 1.1",820,820,"Radiocarbon years BP","Individually dated analysis units"
"1356",6927,4537,"FAUNMAP 1.1",850,850,"Radiocarbon years BP","Individually dated analysis units"
"1357",6928,4538,"FAUNMAP 1.1",1540,1500,"Radiocarbon years BP","Individually dated analysis units"
"1358",6929,4539,"FAUNMAP 1.1",2820,2820,"Radiocarbon years BP","Individually dated analysis units"
"1359",6933,4543,"FAUNMAP 1.1",8000,5000,"Radiocarbon years BP","Individually dated analysis units"
"1360",6935,4545,"FAUNMAP 1.1",670,670,"Radiocarbon years BP","Individually dated analysis units"
"1361",6936,4546,"FAUNMAP 1.1",10000,1,"Radiocarbon years BP","Individually dated analysis units"
"1362",6938,4548,"FAUNMAP 1.1",10900,10500,"Radiocarbon years BP","Individually dated analysis units"
"1363",6939,4549,"FAUNMAP 1.1",1750,1534,"Radiocarbon years BP","Individually dated analysis units"
"1364",6943,4553,"FAUNMAP 1.1",5000,1,"Radiocarbon years BP","Individually dated analysis units"
"1365",6946,4556,"FAUNMAP 1.1",1650,550,"Radiocarbon years BP","Individually dated analysis units"
"1366",6948,4558,"FAUNMAP 1.1",11760,10115,"Radiocarbon years BP","Individually dated analysis units"
"1367",6948,24162,"Neotoma 1",13990,13440,"Calibrated radiocarbon years BP","individually dated"
"1368",6954,4564,"FAUNMAP 1.1",9950,9770,"Radiocarbon years BP","Individually dated analysis units"
"1369",6955,4565,"FAUNMAP 1.1",1760,1250,"Radiocarbon years BP","Individually dated analysis units"
"1370",6958,4568,"FAUNMAP 1.1",3600,3500,"Radiocarbon years BP","Individually dated analysis units"
"1371",6960,4570,"FAUNMAP 1.1",7100,6030,"Radiocarbon years BP","Individually dated analysis units"
"1372",6962,4572,"FAUNMAP 1.1",550,450,"Radiocarbon years BP","Individually dated analysis units"
"1373",6965,4575,"FAUNMAP 1.1",31100,16840,"Radiocarbon years BP","Individually dated analysis units"
"1374",6967,4577,"FAUNMAP 1.1",20035,18900,"Radiocarbon years BP","Individually dated analysis units"
"1375",6979,4589,"FAUNMAP 1.1",1550,970,"Radiocarbon years BP","Individually dated analysis units"
"1376",6981,4591,"FAUNMAP 1.1",770,50,"Radiocarbon years BP","Individually dated analysis units"
"1377",6982,4592,"FAUNMAP 1.1",2090,630,"Radiocarbon years BP","Individually dated analysis units"
"1378",6984,4594,"FAUNMAP 1.1",10000,1,"Radiocarbon years BP","Individually dated analysis units"
"1379",6989,4599,"FAUNMAP 1.1",5000,1150,"Radiocarbon years BP","Individually dated analysis units"
"1380",6990,4600,"FAUNMAP 1.1",1400,1400,"Radiocarbon years BP","Individually dated analysis units"
"1381",6991,4601,"FAUNMAP 1.1",905,905,"Radiocarbon years BP","Individually dated analysis units"
"1382",6996,4606,"FAUNMAP 1.1",1190,1190,"Radiocarbon years BP","Individually dated analysis units"
"1383",6998,4608,"FAUNMAP 1.1",1450,950,"Radiocarbon years BP","Individually dated analysis units"
"1384",6999,4609,"FAUNMAP 1.1",950,575,"Radiocarbon years BP","Individually dated analysis units"
"1385",7014,4624,"FAUNMAP 1.1",800,800,"Radiocarbon years BP","Individually dated analysis units"
"1386",7022,4632,"FAUNMAP 1.1",880,710,"Radiocarbon years BP","Individually dated analysis units"
"1387",7024,4634,"FAUNMAP 1.1",9470,400,"Radiocarbon years BP","Individually dated analysis units"
"1388",7026,4636,"FAUNMAP 1.1",5750,390,"Radiocarbon years BP","Individually dated analysis units"
"1389",7040,4650,"FAUNMAP 1.1",1150,550,"Radiocarbon years BP","Individually dated analysis units"
"1390",7043,4653,"FAUNMAP 1.1",1150,550,"Radiocarbon years BP","Individually dated analysis units"
"1391",7046,4656,"FAUNMAP 1.1",10000,3000,"Radiocarbon years BP","Individually dated analysis units"
"1392",7051,4661,"FAUNMAP 1.1",1150,550,"Radiocarbon years BP","Individually dated analysis units"
"1393",7069,4679,"FAUNMAP 1.1",10000,1,"Radiocarbon years BP","Individually dated analysis units"
"1394",7079,4689,"FAUNMAP 1.1",2200,1650,"Radiocarbon years BP","Individually dated analysis units"
"1395",7081,4691,"FAUNMAP 1.1",2200,1150,"Radiocarbon years BP","Individually dated analysis units"
"1396",7090,4700,"FAUNMAP 1.1",268,221,"Radiocarbon years BP","Individually dated analysis units"
"1397",7091,4701,"FAUNMAP 1.1",268,221,"Radiocarbon years BP","Individually dated analysis units"
"1398",7094,4704,"FAUNMAP 1.1",3200,1050,"Radiocarbon years BP","Individually dated analysis units"
"1399",7097,4707,"FAUNMAP 1.1",11240,550,"Radiocarbon years BP","Individually dated analysis units"
"1400",7115,4725,"FAUNMAP 1.1",950,950,"Radiocarbon years BP","Individually dated analysis units"
"1401",7116,4726,"FAUNMAP 1.1",4435,4435,"Radiocarbon years BP","Individually dated analysis units"
"1402",7118,4728,"FAUNMAP 1.1",970,970,"Radiocarbon years BP","Individually dated analysis units"
"1403",7121,4731,"FAUNMAP 1.1",1020,1020,"Radiocarbon years BP","Individually dated analysis units"
"1404",7129,4739,"FAUNMAP 1.1",970,610,"Radiocarbon years BP","Individually dated analysis units"
"1405",7131,4741,"FAUNMAP 1.1",350,200,"Radiocarbon years BP","Individually dated analysis units"
"1406",7134,4744,"FAUNMAP 1.1",10320,10320,"Radiocarbon years BP","Individually dated analysis units"
