ndb.sites.siteid,ndb.sites.sitename,ndb.publications.publicationid,doi,isbn,ndb.publications.citation,ndb.publications.pubtypeid,ndb.collectionunits.collectionunitid,ndb.collectionunits.handle,discovery,ndb.analysisunits.analysisunitid,ndb.analysisunits.analysisunitname,ndb.geochronology.geochronid,ndb.geochronology.labnumber,ndb.geochronology.age,ndb.geochronology.errorolder,ndb.geochronology.erroryounger,ndb.geochronology.infinite,ndb.geochronology.materialdated,taxonname,ndb.variables.taxonid,elementdated,ndb.variables.variableelementid,ndb.repositoryinstitutions.repositoryid,repository,acronym,ndb.specimens.specimennr,ndb.geochronology.depth,ndb.geochronology.notes,ndb.radiocarbon.radiocarbonmethodid,ndb.radiocarbon.d13C,ndb.radiocarbon.d15N,ndb.radiocarbon.C:N,rejected,ndb.geochronology.agetypeid,ndb.geochronology.geochrontypeid,human,validationnotes,geochronologyid,datasetid,sampleid,identifier_check,ndb.datasets.datasetid,geochrondsid_check,ndb.samples.sampleid,valid_geochron
3554,Natural Trap Cave,NA,10.1016/j.quaint.2022.02.008,NA,NA,NA,4442,NATTRAP,literature search,80135,Holocene Unit,NA,OxA-11169,3155,36,36,FALSE,"bone, bison, KU 44361",Bison sp.,NA,NA,NA,212,KU,NA,44361,NA,Upper Cobbly,1,-18,6.6,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,NA,Invalid,NA,NA
3554,Natural Trap Cave,NA,10.1016/j.quaint.2022.02.008,NA,NA,NA,4442,NATTRAP,literature search,80138,Unit 3,NA,OxA-37348,20500,110,110,FALSE,"bone, Canis",Canis sp.,NA,NA,NA,248,UW,NA,52692,"bone, Canis sp., UW 52692",Cobbly Grey,1,-18,7.2,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,NA,Invalid,NA,NA
3554,Natural Trap Cave,NA,10.1016/j.quaint.2022.02.008,NA,NA,NA,4442,NATTRAP,literature search,80138,Unit 3,NA,OxA-37585,19930,130,130,FALSE,"bone, Canis",Canis sp.,NA,NA,NA,248,UW,NA,50752,"bone, Canis sp., UW 50752",Cobbly Grey,1,-17.9,9,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,NA,Invalid,NA,NA
3554,Natural Trap Cave,NA,10.1016/j.quaint.2022.02.008,NA,NA,NA,4442,NATTRAP,literature search,80135,Holocene Unit,NA,OxA-37997,3120,27,27,FALSE,"bone, Bison sp., UW 53420",Bison sp.,NA,NA,NA,248,UW,NA,53420,NA,Upper Cobbly,1,-17.8,8.2,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,NA,Invalid,NA,NA
3554,Natural Trap Cave,NA,10.1016/j.quaint.2022.02.008,NA,NA,NA,4442,NATTRAP,literature search,80138,Unit 3,NA,OxA-37896,21030,120,120,FALSE,"bone, Panthera atrox",Panthera atrox,NA,NA,NA,212,KU,NA,44000,"bone, Panthera atrox, KU 44000",Cobbly Grey,1,-17.7,8.4,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,NA,Invalid,NA,NA
3554,Natural Trap Cave,NA,10.1016/j.quaint.2022.02.008,NA,NA,NA,4442,NATTRAP,literature search,80135,Holocene Unit,NA,OxA-37998,3049,27,27,FALSE,"bone, Bison sp., UW 52662",Bison sp.,NA,NA,NA,248,UW,NA,52662,NA,Upper Cobbly,1,-17.7,8.6,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,NA,Invalid,NA,NA
3554,Natural Trap Cave,NA,10.1016/j.quaint.2022.02.008,NA,NA,NA,4442,NATTRAP,literature search,80138,Unit 3,NA,CAMS 216526,20120,70,70,FALSE,"bone, Canis sp., UW 52694",Canis sp.,NA,NA,NA,248,UW,NA,52694,NA,Cobbly Grey,1,-17.6,9.7,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,NA,Invalid,NA,NA
3554,Natural Trap Cave,NA,10.1016/j.quaint.2022.02.008,NA,NA,NA,4442,NATTRAP,literature search,80139,Unit 4,NA,OxA-10078,24080,170,170,FALSE,"Bone, Panthera leo atrox (KU44409)",Panthera leo atrox,NA,NA,NA,212,KU,NA,44409,NA,Mottled Silt,1,-17.4,8.4,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,NA,Invalid,NA,NA
3554,Natural Trap Cave,NA,10.1016/j.quaint.2022.02.008,NA,NA,NA,4442,NATTRAP,literature search,80138,Unit 3,NA,OxA-37895,20020,110,110,FALSE,"bone, Panthera atrox",Panthera atrox,NA,NA,NA,248,UW,NA,51520,"bone, Panthera atrox, UW 51520",Cobbly Grey,1,-17.3,9.1,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,NA,Invalid,NA,NA
3554,Natural Trap Cave,NA,10.1016/j.quaint.2022.02.008,NA,NA,NA,4442,NATTRAP,literature search,80138,Unit 3,NA,OxA-37992,21200,130,130,FALSE,"bone, Canis",Canis sp.,NA,NA,NA,248,UW,NA,52698,"bone, Canis sp., UW 52698",Cobbly Grey,1,-17.3,10.1,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,NA,Invalid,NA,NA
3554,Natural Trap Cave,NA,10.1016/j.quaint.2022.02.008,NA,NA,NA,4442,NATTRAP,literature search,80138,Unit 3,NA,OxA-37347,21080,120,120,FALSE,"bone, Panthera atrox",Panthera atrox,NA,NA,NA,248,UW,NA,52678,"bone, Panthera atrox, UW 52678",Cobbly Grey,1,-17.3,8.8,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,NA,Invalid,NA,NA
3554,Natural Trap Cave,NA,10.1016/j.quaint.2022.02.008,NA,NA,NA,4442,NATTRAP,literature search,80138,Unit 3,NA,OxA-37752,19970,110,110,FALSE,"bone, Aenocyon dirus",Aenocyon dirus,NA,NA,NA,212,KU,NA,48130,"bone, Aenocyon dirus, KU 48130",Cobbly Grey,1,-17,10.2,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,NA,Invalid,NA,NA
3554,Natural Trap Cave,NA,10.1016/j.quaint.2022.02.008,NA,NA,NA,4442,NATTRAP,literature search,80135,Holocene Unit,NA,CAMS 171796,5045,30,30,FALSE,"bone, Vertebrata, UW 53741",Vertebrata,NA,NA,NA,248,UW,NA,53741,NA,Upper Cobbly,1,-17,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,NA,Invalid,NA,NA
3554,Natural Trap Cave,NA,10.1016/j.quaint.2022.02.008,NA,NA,NA,4442,NATTRAP,literature search,80135,Holocene Unit,NA,CAMS 171797,2460,35,35,FALSE,"bone, Vertebrata, UW 53743",Vertebrata,NA,NA,NA,248,UW,NA,53743,NA,Upper Cobbly,1,-17,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,NA,Invalid,NA,NA
3554,Natural Trap Cave,NA,10.1016/j.quaint.2022.02.008,NA,NA,NA,4442,NATTRAP,literature search,80135,Holocene Unit,NA,CAMS 171798,3270,35,35,FALSE,"bone, Vertebrata, UW 53745",Vertebrata,NA,NA,NA,248,UW,NA,53745,NA,Upper Cobbly,1,-17,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,NA,Invalid,NA,NA
3554,Natural Trap Cave,NA,10.1016/j.quaint.2022.02.008,NA,NA,NA,4442,NATTRAP,literature search,80138,Unit 3,NA,CAMS 171799,19600,70,70,FALSE,"bone, Vertebrata, UW 53747",Vertebrata,NA,NA,NA,248,UW,NA,53747,NA,Cobbly Grey,1,-17,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,NA,Invalid,NA,NA
3554,Natural Trap Cave,NA,10.1016/j.quaint.2022.02.008,NA,NA,NA,4442,NATTRAP,literature search,80136,Unit 1,NA,CAMS 171800,7215,35,35,FALSE,"bone, Vertebrata, UW 53737",Vertebrata,NA,NA,NA,248,UW,NA,53737,NA,Upper Red,1,-17,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,NA,Invalid,NA,NA
3554,Natural Trap Cave,NA,10.1016/j.quaint.2022.02.008,NA,NA,NA,4442,NATTRAP,literature search,80136,Unit 1,NA,CAMS 171801,6880,40,40,FALSE,"bone, Vertebrata, UW 53738",Vertebrata,NA,NA,NA,248,UW,NA,53738,NA,Upper Red,1,-17,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,NA,Invalid,NA,NA
3554,Natural Trap Cave,NA,10.1016/j.quaint.2022.02.008,NA,NA,NA,4442,NATTRAP,literature search,80136,Unit 1,NA,CAMS 171802,7125,35,35,FALSE,"bone, Vertebrata, UW 53739",Vertebrata,NA,NA,NA,248,UW,NA,53739,NA,Upper Red,1,-17,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,NA,Invalid,NA,NA
3554,Natural Trap Cave,NA,10.1016/j.quaint.2022.02.008,NA,NA,NA,4442,NATTRAP,literature search,80135,Holocene Unit,NA,CAMS 172882,3115,35,35,FALSE,"bone, Mammalia, UW 52699",Mammalia,NA,NA,NA,248,UW,NA,52699,NA,Upper Cobbly,1,-17,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,NA,Invalid,NA,NA
3554,Natural Trap Cave,NA,10.1016/j.quaint.2022.02.008,NA,NA,NA,4442,NATTRAP,literature search,80138,Unit 3,NA,CAMS 172884,19480,100,100,FALSE,"bone, Vertebrata, UW 52702",Vertebrata,NA,NA,NA,248,UW,NA,52702,NA,Cobbly Grey,1,-17,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,NA,Invalid,NA,NA
3554,Natural Trap Cave,NA,10.1016/j.quaint.2022.02.008,NA,NA,NA,4442,NATTRAP,literature search,80135,Holocene Unit,NA,CAMS 172885,3080,35,35,FALSE,"bone, Bison sp., UW 52707",Bison sp.,NA,NA,NA,248,UW,NA,52707,NA,Upper Cobbly,1,-17,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,NA,Invalid,NA,NA
3554,Natural Trap Cave,NA,10.1016/j.quaint.2022.02.008,NA,NA,NA,4442,NATTRAP,literature search,80138,Unit 3,NA,CAMS 172887,21600,130,130,FALSE,"bone, Mammalia, UW 52709",Mammalia,NA,NA,NA,248,UW,NA,52709,NA,Cobbly Grey,1,-17,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,NA,Invalid,NA,NA
3554,Natural Trap Cave,NA,10.1016/j.quaint.2022.02.008,NA,NA,NA,4442,NATTRAP,literature search,80138,Unit 3,NA,CAMS 172888,20850,120,120,FALSE,"bone, Mammalia, UW 52713",Mammalia,NA,NA,NA,248,UW,NA,52713,NA,Cobbly Grey,1,-17,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,NA,Invalid,NA,NA
3554,Natural Trap Cave,NA,10.1016/j.quaint.2022.02.008,NA,NA,NA,4442,NATTRAP,literature search,80136,Unit 1,NA,CAMS 172889,6820,35,35,FALSE,"bone, Vertebrata, UW 52714",Vertebrata,NA,NA,NA,248,UW,NA,52714,NA,Upper Red,1,-17,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,NA,Invalid,NA,NA
3554,Natural Trap Cave,NA,10.1016/j.quaint.2022.02.008,NA,NA,NA,4442,NATTRAP,literature search,80136,Unit 1,NA,CAMS 172890,6780,35,35,FALSE,"bone, Vertebrata, UW 52716",Vertebrata,NA,NA,NA,248,UW,NA,52716,NA,Upper Red,1,-17,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,NA,Invalid,NA,NA
3554,Natural Trap Cave,NA,10.1016/j.quaint.2022.02.008,NA,NA,NA,4442,NATTRAP,literature search,80135,Holocene Unit,NA,CAMS 173076,3340,35,35,FALSE,"bone, Vertebrata, UW 52715",Vertebrata,NA,NA,NA,248,UW,NA,52715,NA,Upper Cobbly,1,-17,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,NA,Invalid,NA,NA
3554,Natural Trap Cave,NA,10.1016/j.quaint.2022.02.008,NA,NA,NA,4442,NATTRAP,literature search,80138,Unit 3,NA,CAMS 179241,20000,100,100,FALSE,"bone, Mammalia, UW 53734",Mammalia,NA,NA,NA,248,UW,NA,53734,NA,Cobbly Grey,1,-17,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,NA,Invalid,NA,NA
3554,Natural Trap Cave,NA,10.1016/j.quaint.2022.02.008,NA,NA,NA,4442,NATTRAP,literature search,80136,Unit 1,NA,CAMS 179245,19810,90,90,FALSE,"bone, Vertebrata, UW 51650",Vertebrata,NA,NA,NA,248,UW,NA,51650,NA,Upper Red,1,-17,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,NA,Invalid,NA,NA
3554,Natural Trap Cave,NA,10.1016/j.quaint.2022.02.008,NA,NA,NA,4442,NATTRAP,literature search,80136,Unit 1,NA,CAMS 179248,19480,90,90,FALSE,"bone, Vertebrata, UW 51656",Vertebrata,NA,NA,NA,248,UW,NA,51656,NA,Upper Red,1,-17,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,NA,Invalid,NA,NA
3554,Natural Trap Cave,NA,10.1016/j.quaint.2022.02.008,NA,NA,NA,4442,NATTRAP,literature search,80135,Holocene Unit,NA,CAMS 179249,3915,30,30,FALSE,"bone, Vertebrata, UW 51658",Vertebrata,NA,NA,NA,248,UW,NA,51658,NA,Upper Beds,1,-17,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,NA,Invalid,NA,NA
3554,Natural Trap Cave,NA,10.1016/j.quaint.2022.02.008,NA,NA,NA,4442,NATTRAP,literature search,80135,Holocene Unit,NA,CAMS 179250,5795,30,30,FALSE,"bone, Vertebrata, UW 51659",Vertebrata,NA,NA,NA,248,UW,NA,51659,NA,Upper Beds,1,-17,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,NA,Invalid,NA,NA
3554,Natural Trap Cave,NA,10.1016/j.quaint.2022.02.008,NA,NA,NA,4442,NATTRAP,literature search,80138,Unit 3,NA,CAMS 179251,20380,100,100,FALSE,"bone, Vertebrata, UW 51660",Vertebrata,NA,NA,NA,248,UW,NA,51660,NA,Cobbly Grey,1,-17,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,NA,Invalid,NA,NA
3554,Natural Trap Cave,NA,10.1016/j.quaint.2022.02.008,NA,NA,NA,4442,NATTRAP,literature search,80138,Unit 3,NA,CAMS 179252,20250,100,100,FALSE,"bone, Vertebrata, UW 51661",Vertebrata,NA,NA,NA,248,UW,NA,51661,NA,Cobbly Grey,1,-17,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,NA,Invalid,NA,NA
3554,Natural Trap Cave,NA,10.1016/j.quaint.2022.02.008,NA,NA,NA,4442,NATTRAP,literature search,80138,Unit 3,NA,CAMS 179253,20130,100,100,FALSE,"bone, Vertebrata, UW 51662",Vertebrata,NA,NA,NA,248,UW,NA,51662,NA,Cobbly Grey,1,-17,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,NA,Invalid,NA,NA
3554,Natural Trap Cave,NA,10.1016/j.quaint.2022.02.008,NA,NA,NA,4442,NATTRAP,literature search,80138,Unit 3,NA,OxA-37660,19690,140,140,FALSE,"bone, Canis",Canis sp.,NA,NA,NA,248,UW,NA,52672,"bone, Canis sp., UW 52672",Cobbly Grey,1,-16.5,9.7,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,NA,Invalid,NA,NA
3554,Natural Trap Cave,NA,10.1016/j.quaint.2022.02.008,NA,NA,NA,4442,NATTRAP,literature search,80135,Holocene Unit,NA,OxA-37993,5812,30,30,FALSE,"bone, Canis",Canis sp.,NA,NA,NA,212,KU,NA,26318,"bone, Canis sp., KU 26318",Upper Cobbly,1,-16.5,12.7,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,NA,Invalid,NA,NA
3554,Natural Trap Cave,NA,10.1016/j.quaint.2022.02.008,NA,NA,NA,4442,NATTRAP,literature search,80135,Holocene Unit,NA,OxA-11271,3220,45,45,FALSE,"bone, bison, KU 42887",Bison sp.,NA,NA,NA,212,KU,NA,42887,NA,Upper Cobbly,1,-15,7.2,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,NA,Invalid,NA,NA
3554,Natural Trap Cave,NA,10.1016/j.quaint.2004.04.016,NA,NA,NA,4442,NATTRAP,literature search,80137,Unit 2,NA,A-366,10920,300,300,FALSE,"bone, Proboscidea",Proboscidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,NA,Invalid,NA,NA
3554,Natural Trap Cave,NA,10.1016/j.quaint.2022.02.008,NA,NA,NA,4442,NATTRAP,literature search,80138,Unit 3,NA,CAMS 179242,20280,100,100,FALSE,"bone, Canis sp., KUVP 53988",Canis sp.,NA,NA,NA,213,KUVP,NA,53988,NA,Cobbly Grey,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,NA,Invalid,NA,NA
3563,Robinson Cave,16894,NA,NA,NA,NA,35348,ROBCVCR,researcher contributed,355661,Assemblage,40527,CAMS-16392,26390,250,250,FALSE,"bone, Neotoma floridana L. Mandible, Carnegie Museum CM-8308",Neotoma floridana,NA,L. Mandible,NA,29,Carnegie Museum,NA,CM-8308,NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,49213,Valid (existing),477333,Valid (updated)
3560,Natural Chimneys,16894,NA,NA,NA,NA,4448,NATCHIMS,researcher contributed,80149,Assemblage,40876,CAMS-16390,11990,70,70,FALSE,"bone, Microtus xanthognathus R. Mandible, Carnegie Museum CM-7540",Microtus xanthognathus,NA,R. Mandible,NA,29,Carnegie Museum,NA,CM-7540,NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,9294,Valid (existing),483993,Valid (updated)
3673,Navar Ranch No. 13,NA,NA,NA,"Van Devender, Thomas R., George L. Bradley, and Arthur H. Harris. “Late Quaternary Mammals from the Hueco Mountains, El Paso and Hudspeth Counties, Texas.” The Southwestern Naturalist 32, no. 2 (1987): 179–95. https://doi.org/10.2307/3671561.",1,4579,NAVAR13,literature search,80472,Assemblage,51355,A-1849,12610,190,190,FALSE,Juniperus,Juniperus,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,60146,Valid (existing),674209,Valid (updated)
3539,Alibates,NA,10.1017/S0033822200000291,NA,NA,NA,4422,ALIBATES,literature search,80066,Cultural unit,52127,Tx-259,480,80,80,FALSE,charcoal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61351,Valid (added),679629,Valid
3539,Alibates,NA,10.1017/S0033822200000333,NA,NA,NA,4422,ALIBATES,literature search,80066,Cultural unit,52128,WIS-101,600,70,70,FALSE,charcoal,NA,NA,NA,NA,NA,NA,NA,NA,NA,specimen extracted with petroleum ether due to possible paraffin contamination,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61351,Valid (existing),679630,Valid
3539,Alibates,NA,10.1017/S0033822200000710,NA,NA,NA,4422,ALIBATES,literature search,80066,Cultural unit,52129,WIS-116,630,70,70,FALSE,charcoal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61351,Valid (existing),679631,Valid
3539,Alibates,NA,10.1017/S0033822200000710,NA,NA,NA,4422,ALIBATES,literature search,80066,Cultural unit,52130,WIS-114,600,75,75,FALSE,charcoal,NA,NA,NA,NA,NA,NA,NA,NA,NA,specimen extracted with petroleum ether due to possible paraffin contamination,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61351,Valid (existing),679632,Valid
3539,Alibates,NA,10.1017/S0033822200000710,NA,NA,NA,4422,ALIBATES,literature search,80066,Cultural unit,52131,WIS-129,770,75,75,FALSE,charcoal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61351,Valid (existing),679633,Valid
3540,Canyon City Club Cave [A251],NA,10.1017/S0033822200008584,NA,NA,NA,4423,CANCTYCL,literature search,80067,Cultural unit,52132,WIS-414,1250,60,60,FALSE,charcoal,NA,NA,NA,NA,NA,NA,NA,NA,Level 4,NA,2,-0.3,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61352,Valid (added),679634,Valid
3540,Canyon City Club Cave [A251],NA,10.1017/S0033822200008584,NA,NA,NA,4423,CANCTYCL,literature search,80067,Cultural unit,52133,WIS-421,700,60,60,FALSE,charcoal,NA,NA,NA,NA,NA,NA,NA,NA,Level 2,NA,2,-0.3,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61352,Valid (existing),679635,Valid
3540,Canyon City Club Cave [A251],NA,10.1017/S0033822200008584,NA,NA,NA,4423,CANCTYCL,literature search,80067,Cultural unit,52134,WIS-420,2100,60,60,FALSE,charcoal,NA,NA,NA,NA,NA,NA,NA,NA,Level 5,NA,2,-0.3,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61352,Valid (existing),679636,Valid
3540,Canyon City Club Cave [A251],NA,10.1017/S0033822200008584,NA,NA,NA,4423,CANCTYCL,literature search,80067,Cultural unit,52135,WIS-394,0,0,0,FALSE,"bone, Bison bison",Bison bison,NA,NA,NA,NA,NA,NA,NA,Level 4,Bison bison,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61352,Valid (existing),679637,Valid
3540,Canyon City Club Cave [A251],NA,10.1017/S0033822200008584,NA,NA,NA,4423,CANCTYCL,literature search,80067,Cultural unit,52136,WIS-408,620,45,45,FALSE,charcoal,NA,NA,NA,NA,NA,NA,NA,NA,Level 3,NA,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61352,Valid (existing),679638,Valid
3540,Canyon City Club Cave [A251],NA,10.1017/S0033822200008584,NA,NA,NA,4423,CANCTYCL,literature search,80067,Cultural unit,52137,WIS-403,670,50,50,FALSE,charcoal,NA,NA,NA,NA,NA,NA,NA,NA,Level 2,NA,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61352,Valid (existing),679639,Valid
3540,Canyon City Club Cave [A251],NA,10.1017/S0033822200008584,NA,NA,NA,4423,CANCTYCL,literature search,80067,Cultural unit,52138,WIS-411,300,50,50,FALSE,charcoal,NA,NA,NA,NA,NA,NA,NA,NA,Level 1,NA,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61352,Valid (existing),679640,Valid
3540,Canyon City Club Cave [A251],NA,10.1017/S0033822200008584,NA,NA,NA,4423,CANCTYCL,literature search,80067,Cultural unit,52139,WIS-412,1050,50,50,FALSE,charcoal,NA,NA,NA,NA,NA,NA,NA,NA,Level 5,NA,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61352,Valid (existing),679641,Valid
3540,Canyon City Club Cave [A251],NA,10.1017/S0033822200008584,NA,NA,NA,4423,CANCTYCL,literature search,80067,Cultural unit,52140,WIS-402,1260,55,55,FALSE,charcoal,NA,NA,NA,NA,NA,NA,NA,NA,Level 3,NA,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61352,Valid (existing),679642,Valid
3540,Canyon City Club Cave [A251],NA,10.1017/S0033822200008584,NA,NA,NA,4423,CANCTYCL,literature search,80067,Cultural unit,52141,WIS-404,1650,55,55,FALSE,charcoal,NA,NA,NA,NA,NA,NA,NA,NA,Level 4,NA,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61352,Valid (existing),679643,Valid
3540,Canyon City Club Cave [A251],NA,10.1017/S0033822200008584,NA,NA,NA,4423,CANCTYCL,literature search,80067,Cultural unit,52142,WIS-410,400,60,60,FALSE,charcoal,NA,NA,NA,NA,NA,NA,NA,NA,Level 1,NA,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61352,Valid (existing),679644,Valid
3540,Canyon City Club Cave [A251],NA,10.1017/S0033822200008584,NA,NA,NA,4423,CANCTYCL,literature search,80067,Cultural unit,52143,WIS-430,2830,60,60,FALSE,charcoal,NA,NA,NA,NA,NA,NA,NA,NA,Level 5,NA,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61352,Valid (existing),679645,Valid
3555,Cahokia,NA,10.1017/S0033822200060021,NA,NA,NA,4443,CAHOKIA,literature search,80141,Merrill Tract,52144,ISGS-280,1050,80,80,FALSE,wood charcoal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61353,Valid (added),679646,Valid
3555,Cahokia,NA,10.1017/S0033822200060021,NA,NA,NA,4443,CAHOKIA,literature search,80141,Merrill Tract,52145,ISGS-281,1080,80,80,FALSE,wood charcoal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61353,Valid (existing),679647,Valid
3555,Cahokia,NA,10.1017/S0033822200060021,NA,NA,NA,4443,CAHOKIA,literature search,80141,Merrill Tract,52146,ISGS-283,860,80,80,FALSE,wood charcoal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61353,Valid (existing),679648,Valid
3560,Natural Chimneys,16894,NA,NA,NA,NA,4448,NATCHIMS,researcher contributed,80149,Assemblage,52147,CAMS-19984,3260,50,50,FALSE,"bone, Neotoma floridana L. Mandible, Carnegie Museum CM-7540",Neotoma floridana,NA,L. Mandible,NA,29,Carnegie Museum,NA,CM-7540,NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,9294,Valid (existing),679649,Valid
3560,Natural Chimneys,16894,NA,NA,NA,NA,4448,NATCHIMS,researcher contributed,80149,Assemblage,52148,CAMS-19985,12260,60,60,FALSE,"bone, Neotoma floridana L. Mandible, Carnegie Museum CM-7527",Neotoma floridana,NA,L. Mandible,NA,29,Carnegie Museum,NA,CM-7527,NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,9294,Valid (existing),679650,Valid
3560,Natural Chimneys,16894,NA,NA,NA,NA,4448,NATCHIMS,researcher contributed,80149,Assemblage,52149,CAMS-19986,12120,60,60,FALSE,"bone, Neotoma floridana L. Mandible, Carnegie Museum CM-5861",Neotoma floridana,NA,L. Mandible,NA,29,Carnegie Museum,NA,CM-5861,NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,9294,Valid (existing),679651,Valid
3560,Natural Chimneys,16894,NA,NA,NA,NA,4448,NATCHIMS,researcher contributed,80149,Assemblage,52150,CAMS-19993,12550,60,60,FALSE,"bone, Neotoma floridana L. Mandible, Carnegie Museum CM 7527",Neotoma floridana,NA,L. Mandible,NA,29,Carnegie Museum,NA,CM 7527,NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,9294,Valid (existing),679652,Valid
3560,Natural Chimneys,16894,NA,NA,NA,NA,4448,NATCHIMS,researcher contributed,80149,Assemblage,52151,CAMS-19994,3330,60,60,FALSE,"bone, Neotoma floridana L. Mandible, Carnegie Museum CM 7527",Neotoma floridana,NA,L. Mandible,NA,29,Carnegie Museum,NA,CM 7527,NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,9294,Valid (existing),679653,Valid
